"","V1","V2","V3","V4"
"1",4867,0.370002473478467,0.370002473478467,0.332573604804675
"2",4197,0.202601316252786,0.202601316252786,0.1556025187879
"3",1078,0.315907214635213,0.315907214635213,0.361370757683079
"4",5267,0.53164482462369,0.53164482462369,0.62966806412733
"5",3725,0.349950284442633,0.349950284442633,0.368088287353127
"6",5179,0.78914059509344,0.78914059509344,0.887953536408343
"7",50660,0.47175357360363,0.47175357360363,0.469215482009444
"8",5201,1.951656217917,1.951656217917,1.743218620453
"9",2039,0.0160950302928388,0.0160950302928388,-0.00905623338556968
"10",5518,2.06396034124347,2.06396034124347,1.60968534541486
"11",8013,2.70062844640057,2.70062844640057,2.80985991350991
"12",4519,0.26471400702755,0.26471400702755,0.267447095781594
"13",17137,0.950235614927871,0.950235614927871,1.06233370984699
"14",8565,-0.525058007776327,-0.525058007776327,-0.689804162827346
"15",4497,0.77406706246939,0.77406706246939,0.894568892748704
"16",19903,1.15976236158428,1.15976236158428,1.2734668318228
"17",4221,-0.247845695085801,-0.247845695085801,-0.289112770877141
"18",8144,2.0077721184188,2.0077721184188,2.87515917070153
"19",3743,0.245884484136456,0.245884484136456,0.306488747600721
"20",3823,0.23278685412538,0.23278685412538,0.208610751337165
"21",3707,1.39228173101807,1.39228173101807,1.53806535050648
"22",16779,0.70323034405592,356.546940471686,0.749130588535134
"23",42826,2.21828144923812,2.21828144923812,3.04845283378679
"24",2020,1.63060353077451,1.63060353077451,1.4434848892946
"25",51213,-0.0423063925497903,-0.0423063925497903,-0.0649000947963958
"26",4714,1.15820896211216,1.15820896211216,1.20736401908188
"27",42393,1.0534838656487,1.0534838656487,1.31129225026622
"28",30414,0.422090706724767,0.422090706724767,0.355173570828618
"29",3705,-0.341525973958462,-0.341525973958462,-0.389242673735329
"30",3777,1.54302549579686,1.54302549579686,1.91879826637743
"31",35091,1.70171987882755,1.70171987882755,1.6188119127664
"32",8092,-0.197677086778731,-0.197677086778731,-0.239554300291528
"33",16773,-0.0273390574133437,-0.0273390574133437,-0.0575827761256696
"34",4843,0.343474125281063,0.343474125281063,0.369634605560464
"35",8026,0.477956433154141,0.477956433154141,0.571834437229811
"36",3774,1.3961820434702,1.3961820434702,1.54407258270799
"37",5262,-0.0166459265131837,-0.0166459265131837,-0.0462634312922575
"38",3697,0.214353026141683,0.214353026141683,0.204756416697314
"39",3729,0.523423482061688,0.523423482061688,0.633225451301811
"40",15293,2.14569403712336,2.14569403712336,2.31151882850702
"41",47485,0.130715590421679,0.130715590421679,0.124294840507304
"42",51082,-0.00539137604088185,353.994592822071,-0.0246754776834106
"43",5200,-0.126446733729325,-0.126446733729325,-0.147689560265772
"44",981,0.823871597932479,0.823871597932479,0.990903360031232
"45",30165,2.83693282458875,2.83693282458875,2.59300083225972
"46",5089,0.979577448455099,0.979577448455099,0.932845105720812
"47",44325,0.651153333855348,0.651153333855348,0.590475034322746
"48",4518,0.292812028519981,0.292812028519981,0.271812541255364
"49",51015,1.31782923326661,1.31782923326661,1.25810105564867
"50",4725,1.52928348493899,1.52928348493899,1.46100022168687
"51",8236,1.27101416107177,1.27101416107177,1.36313624105083
"52",4222,-0.115631108075484,-0.115631108075484,-0.151373869732355
"53",16853,1.95528362100653,1.95528362100653,2.35678696183705
"54",4252,1.56373080812613,1.56373080812613,1.58044445375582
"55",9055,-0.238345554138118,-0.238345554138118,-0.257595419427676
"56",17124,1.93929060522227,1.93929060522227,1.73298565396261
"57",3690,0.515223604875028,0.515223604875028,0.502253134480611
"58",5178,2.9727925453863,2.9727925453863,2.58531954368805
"59",16791,0.803556293277624,0.803556293277624,0.734924160706932
"60",30246,0.97971584056345,0.97971584056345,0.873029506251892
"61",20037,1.91835788433169,1.91835788433169,2.23737262254534
"62",16829,0.80996029246415,0.80996029246415,0.952281301069325
"63",5506,1.08349394993961,1.08349394993961,1.17641433543694
"64",1077,1.55316860566531,1.55316860566531,1.80215698324115
"65",5244,0.979654975231291,0.979654975231291,1.03535990260103
"66",8083,0.392278797563822,0.392278797563822,0.374862423428917
"67",5125,-0.0373566474103784,-0.0373566474103784,-0.0632868843441024
"68",8201,2.37587740118453,2.37587740118453,1.97299700766951
"69",8234,0.150084428050686,0.150084428050686,0.119403078787105
"70",16746,1.95316057408807,1.95316057408807,1.93792067590971
"71",4721,1.03536057251325,1.03536057251325,0.933858048495785
"72",3735,-0.0358560525869281,-0.0358560525869281,-0.0644817814886371
"73",4386,1.29668300215456,1.29668300215456,1.60622755717575
"74",978,2.126753061731,2.126753061731,2.25672648080644
"75",17111,1.75003601150519,1.75003601150519,2.25000457282804
"76",4888,1.16835008309595,1.16835008309595,1.18657388487587
"77",5216,0.321688361884909,0.321688361884909,0.336654016305729
"78",8237,0.463615568210368,0.463615568210368,0.463001296660661
"79",8017,1.48106726807609,1.48106726807609,1.68584564787765
"80",16887,1.2976850211499,1.2976850211499,1.67482948301257
"81",8022,2.46255616250254,2.46255616250254,2.87651324639142
"82",5085,0.582871085805389,0.582871085805389,0.556826142615701
"83",46983,2.08862365008585,488.148579405513,2.369136255125
"84",8168,0.459408188336184,0.459408188336184,0.527016295212065
"85",16757,1.1776278528046,1.1776278528046,1.204553921936
"86",5516,1.42285939110129,1.42285939110129,1.31290718860636
"87",5198,0.524241787818554,0.524241787818554,0.504516648246455
"88",31625,0.854523720687188,0.854523720687188,0.891595839474295
"89",44212,0.305855017846652,0.305855017846652,0.298064984444593
"90",32403,0.572209680955493,0.572209680955493,0.528806001139553
"91",287,1.01638370027674,1.01638370027674,1.1823963834886
"92",3714,0.775822314798593,0.775822314798593,0.767751424920458
"93",5215,0.785062193936315,0.785062193936315,0.927977301447014
"94",19904,1.20994859795357,1.20994859795357,1.17100537800993
"95",5096,0.725064262844864,0.725064262844864,0.67425615322998
"96",8289,0.400881195781328,0.400881195781328,0.359124140123797
"97",3924,-0.109968437660636,-0.109968437660636,-0.1328761164481
"98",5543,0.405659819419882,0.405659819419882,0.372945104581709
"99",4872,1.84247712661098,1.84247712661098,1.64450150087302
"100",3713,0.204363160534846,0.204363160534846,0.188963010942615
"101",8134,1.49779092775855,625.248991286236,1.6374378214789
