"","V1","V2","V3","V4"
"102",4842,0.658650440394419,0.658650440394419,0.68509971550481
"103",4930,-0.057662878434026,-0.057662878434026,-0.0904826458800599
"104",5102,1.59079050491944,1.59079050491944,1.60790168306757
"105",5488,0.422455365798001,0.422455365798001,0.510988976929755
"106",19899,1.52102403069581,1.52102403069581,1.68918159592746
"107",19901,2.16251717789041,2.16251717789041,2.34956435007044
"108",5525,0.527665767535653,0.527665767535653,0.503702291701659
"109",3779,1.789695879646,1.789695879646,1.56952848169662
"110",46982,1.44906967040315,1.44906967040315,1.55153715377025
"111",3682,1.19896037723935,1.19896037723935,1.3903056382668
"112",16874,0.56598459618268,0.56598459618268,0.60400544115063
"113",4713,1.0466378265889,1.0466378265889,1.0577464300882
"114",4674,0.945500293868206,0.945500293868206,1.01327052590414
"115",8233,0.517592368356765,0.517592368356765,0.504399392324492
"116",16491,0.140394862199465,0.140394862199465,0.105347167178335
"117",42802,1.04714483108197,1.04714483108197,1.07402511315307
"118",43565,0.564736176574698,0.564736176574698,0.57859459354951
"119",4672,1.18515936964853,1.18515936964853,1.23890467741435
"120",16772,0.971569523510287,0.971569523510287,1.02525877181481
"121",4871,0.842395943485568,0.842395943485568,0.806236303196397
"122",5509,0.466339511230131,0.466339511230131,0.392444752521172
"123",42803,0.753858336346076,0.753858336346076,0.767198994925947
"124",3824,0.407070179547013,1060.21635503038,0.388125630532219
"125",16301,1.14940486657037,1180.18900304155,1.18828664596192
